title,article,link,day,month,year
"US, a self-proclaimed human rights defender, fails to protect its children - People's Daily Online","US, a self-proclaimed human rights defender, fails to protect its childrenBy Chen Zi (People´s Daily Online) 17:08, March 10, 2023(Cartoon by Tan Xiguang)Touting itself as a ""human rights defender"", the United States has wantonly pointed fingers at the human rights situations in other countries. Human rights protection is a pretense of the U.S., which covers a ""black hole"" of the human rights situation in the U.S.The U.S. Department of Labor announced that it found that Packers Sanitation Services Inc. (PSSI), one of the nation’s largest food safety sanitation services providers, employed over 100 children in hazardous occupations, and had them working overnight shifts at meat processing facilities. The minors were working with hazardous chemicals and cleaning meat processing equipment, and suffered injuries while working for PSSI.Child labor is a chronic illness of U.S. society. The country has not ratified the United Nations Convention on the Rights of the Child yet, and has been criticized by the International Labor Organization many times. The Guardian reported that child labor law violations have increased in the U.S., with a 37 percent increase in fiscal year 2022, including 688 children working in hazardous conditions. Estimates by the Association of Farmworker Opportunity Programs suggest that there are 500,000 to 800,000 child farmworkers in the U.S. These facts are a sharp reminder that the U.S., a self-proclaimed human rights defender, can hardly protect the legitimate rights of children. ",http://english.people.com.cn/n3/2023/0310/c90000-10220276.html,10,3,2023
Number of active U.S. drilling rigs down this week - People's Daily Online,"Number of active U.S. drilling rigs down this week (Xinhua) 13:36, March 04, 2023HOUSTON, March 3 (Xinhua) -- The number of active drilling rigs in the United States stood at 749 this week, down by four from the previous week but up by 99 from last year, according to the weekly data released Friday by Houston-based oilfield services company Baker Hughes.These active drilling rigs included 592 oil rigs operating in the U.S. oil fields, down by eight from the previous week, 154 gas drilling rigs, up by three from last week, and three miscellaneous rigs, up by one from the previous week.The rigs included 732 land drilling rigs, one inland water rigs, and 14 offshore drilling rigs.Of them, 45 are directional drilling rigs, 690 are horizontal drilling rigs and 14 are vertical drilling rigs.The Permian Basin in western Texas and eastern New Mexico has been the largest source of shale oil production growth in the United States, and an engine of supply growth outside the Organization of the Petroleum Exporting Countries in the past years.",http://english.people.com.cn/n3/2023/0304/c90000-10216045.html,04,3,2023
Ohio train disaster could happen elsewhere in U.S.: media - People's Daily Online,"Ohio train disaster could happen elsewhere in U.S.: media (Xinhua) 10:58, February 18, 2023NEW YORK, Feb. 17 (Xinhua) -- This month´s train disaster along the Pennsylvania border in East Palestine, Ohio, serves as a stark reminder about the dangers of shipping toxic materials through U.S. neighborhoods and communities, reported The Philadelphia Inquirer on Thursday.""What we witnessed in Ohio could certainly happen again. On average, there are more than 1,700 train derailments per year in the United States,"" the report noted.""There´s no way around it: The abundance of trains shipping toxic and hazardous substances across the country poses a serious threat to public safety and the environment,"" said the report.Members of Congress and local elected leaders must speak to Secretary of Transportation Pete Buttigieg and call on the White House to stop the transportation of liquefied natural gas by rail, according to the report.""We cannot risk the lives of millions of people in our region for the gas industry´s profits. The Ohio train derailment should serve as a wake-up call for our nation´s leaders, and a call to action for all of us,"" it added.",http://english.people.com.cn/n3/2023/0218/c90000-10209537.html,18,2,2023
Russia urges U.S. to prove innocence over Nord Stream incident - People's Daily Online,"Russia urges U.S. to prove innocence over Nord Stream incident (Xinhua) 11:13, February 18, 2023MOSCOW, Feb. 17 (Xinhua) -- The United States should try to prove its innocence of blowing up the Nord Stream gas pipelines, the Russian Embassy in the United States said on Thursday.The Russian side will not allow to simply turn the page on destroying critical energy infrastructure, especially given the fact that nothing is known about the remaining explosives on the bottom of the Baltic Sea, the embassy´s press secretary Igor Girenko said in a statement.""We qualify the incident as an act of international terrorism that requires a comprehensive and independent investigation. The United States, claiming to be the source of the 'ultimate truth,' should drop the baseless accusations against us and get down to business,"" Girenko said.In an article published last week, Pulitzer Prize winner Seymour Hersh revealed that the United States partnered with Norway in a top-secret operation in June 2022 to plant remotely triggered explosives that took out three of the four Nord Stream pipes three months later.",http://english.people.com.cn/n3/2023/0218/c90000-10209550.html,18,2,2023
Migrant workers heavily exploited in U.S.: Brookings Institution - People's Daily Online,"Migrant workers heavily exploited in U.S.: Brookings Institution (Xinhua) 13:42, March 04, 2023NEW YORK, March 3 (Xinhua) -- There are serious violations of labor standards in the United States as well, and nowhere more than with the employment of migrants in U.S. agriculture exports, according to a commentary published by The Brookings Institution on Tuesday.""For the U.S. fairly and credibly to insist that firms in Mexico comply with basic labor standards, it must demand the same regarding the treatment of workers in its own traded industries,"" said the article.The protection of labor rights is central to sustainable and inclusive supply chains under the USMCA (The United States-Mexico-Canada Agreement), according to the article.U.S. fruits and vegetables for export are harvested by migrants under conditions that violate core labor standards, it noted.""Migrants work in the aspects of agriculture that are too difficult or too expensive to automate. They are paid wages below the minimum, exposed to pesticides and relentless heat, crowded in housing not fit for humans, and subjected to sexual harassment and violence,"" it said.Critically, U.S. immigration law is structured in ways that coerce migrants into continuing to work despite these violations of their rights, creating a climate ripe for forced labor, it added.",http://english.people.com.cn/n3/2023/0304/c90000-10216061.html,04,3,2023
Interview: China's path to modernization congruent with its culture: renowned British sociologist - People's Daily Online,"Interview: China´s path to modernization congruent with its culture: renowned British sociologist (Xinhua) 11:56, March 11, 2023LONDON, March 10 (Xinhua) -- China has blazed a path to modernization that suits its society and harmonizes with the environment, a renowned British sociologist has said.""There are two things (about the Chinese path to modernization) which stand out for me: the scale of the task with such a large population on one side, harmony with nature on the other,"" Martin Albrow, a fellow of the British Academy of Social Sciences, told Xinhua in an exclusive interview.Albrow said that, given the sheer size of China´s population, the amazing pace of its modernization has greatly impressed him.Harmony between humanity and nature is a theme that goes back millennia into Chinese history, the sociologist said. ""It shows that the emphasis China gives to that means that modernization does not discard the past; it adopts the past and carries the past forward.""""Modernization is congruent with the culture of China itself,"" Albrow said.The Chinese path to modernization is the modernization of a huge population, common prosperity for all, material and cultural-ethical advancement, harmony between humanity and nature, and peaceful development, he said.Albrow explained that modernization means applying science and technology to human organizations.""On the back of the development of modern technologies, modernization allows countries to take their own culture forward,"" he said. ""Every country is able to develop modernity in the way that suits its own culture.""""China has given an example to the world of how you can have a culturally-led modernization program,"" he added.Albrow, author of the book China and the Shared Human Future: Exploring Common Values and Goals, said that as the world turns its attention to the ongoing ""two sessions"" held in Beijing, it´s important for China to demonstrate that ""democracy comes in many different forms"" and that ""China is moving forward all the time.""The ""two sessions"" refer to the annual meetings of the National People´s Congress, the country´s national legislature, and the National Committee of the Chinese People´s Political Consultative Conference, the top political advisory body.""The Chinese version of democracy is one which enlists the support of the whole population, through the efforts of the Communist Party of China to produce a coherent approach to the rest of the world,"" he said. ""China´s form of democracy is an evolving form of discussion and debate, but one which is built upon the consensus of society as a whole.""""It´s a profound kind of democracy and very different from the kinds which exist in so many Western countries, the kinds of democracies that exist, for instance, (in) the United Kingdom or the United States, ones which tend to produce disagreements"" and make it difficult for a country to take any single path into the future, despite its continual debate and discussion about how to go forward, according to Albrow.""Democracy is not a stable condition; democracy is something which is continually moving forward,"" he continued, adding that ""China is in a position now, in this particular 'two sessions', to take us forward again, with well-judged reforms of its own system.""Albrow is confident in the CPC´s resolve to further reforms that will remove institutional obstacles to fulfill Chinese modernization. Over the past decades, the CPC has shown the courage to develop and introduce changes and reforms, he said. ""I have no reason to think it can't do it in the future."" ",http://english.people.com.cn/n3/2023/0311/c90000-10220509.html,11,3,2023
"Saudi Arabia, Iran ink deal to resume diplomatic relations, reopen embassies - People's Daily Online","Saudi Arabia, Iran ink deal to resume diplomatic relations, reopen embassies (Xinhua) 13:05, March 11, 2023Wang Yi, a member of the Political Bureau of the Communist Party of China (CPC) Central Committee and director of the Office of the Foreign Affairs Commission of the CPC Central Committee, presides over the closing meeting of the talks between a Saudi delegation and an Iranian delegation in Beijing, capital of China, March 10, 2023. (Xinhua/Luo Xiaoguang)BEIJING, March 10 (Xinhua) -- As announced by China, Saudi Arabia and Iran on Friday, the latter two have reached a deal which includes the agreement to resume diplomatic relations and reopen embassies and missions within two months.Musaad bin Mohammed Al-Aiban, Saudi Arabia´s Minister of State, Member of the Council of Ministers, and National Security Advisor, led the Saudi delegation, and Admiral Ali Shamkhani, Secretary of the Supreme National Security Council of Iran, led the Iranian delegation during talks in Beijing from March 6 to 10, according to a trilateral statement from China, Saudi Arabia and Iran.Saudi Arabia and Iran held the talks to solve their differences through dialogue and diplomatic means, to abide by the purposes and principles of the Charters of the United Nations and the Organization of Islamic Cooperation, and to follow international regulations and practices, according to the joint statement.Both Saudi Arabia and Iran extended their appreciation and thanks to Iraq and Oman for hosting multiple rounds of dialogue between 2021 and 2022, and to Chinese leaders and the Chinese government for hosting, supporting and contributing to the success of the talks, the statement said.Saudi Arabia and Iran have agreed to restore diplomatic relations and reopen their embassies and missions within a period not exceeding two months, and agreed to hold talks between foreign ministers to arrange for the exchange of ambassadors and explore ways to strengthen bilateral relations, it said.While congratulating the two sides on taking a historical step forward, Wang Yi, director of the Office of the Foreign Affairs Commission of the Communist Party of China (CPC) Central Committee, said China supports the two sides in making firm strides as agreed in the deal to work for the common bright future with patience and wisdom.""As a reliable friend of the two countries, China will continue to play a constructive role,"" said Wang, also a member of the Political Bureau of the CPC Central Committee.He said the improvement of ties between Saudi Arabia and Iran has opened a path leading to regional peace and stability in the Middle East, and has set an example of settling divergences and differences among countries via dialogue and consultation.Al-Aiban and Shamkhani expressed their willingness to continue constructive dialogues, fully implement their consensus, and enhance good neighborliness to jointly safeguard regional security. Wang Yi (C), a member of the Political Bureau of the Communist Party of China (CPC) Central Committee and director of the Office of the Foreign Affairs Commission of the CPC Central Committee, attends a closing meeting of the talks between the Saudi delegation led by Musaad bin Mohammed Al-Aiban (L), Saudi Arabia´s Minister of State, Member of the Council of Ministers and National Security Advisor, and Iranian delegation led by Admiral Ali Shamkhani (R), Secretary of the Supreme National Security Council of Iran, in Beijing, capital of China, March 10, 2023. Wang Yi presided over the closing meeting here on Friday. (Xinhua/Luo Xiaoguang)",http://english.people.com.cn/n3/2023/0311/c90000-10220548.html,11,3,2023
Commentary: The post-shame era of U.S. foreign policy - People's Daily Online,"Commentary: The post-shame era of U.S. foreign policy (Xinhua) 13:05, March 04, 2023BEIJING, March 3 (Xinhua) -- The U.S. House Ethics Committee on Thursday launched an investigation against Congressman George Santos, who has been found to have fabricated major elements of his life story and even lied about his mother´s death in the 9/11 attacks.Not known for aggressively pursuing inquiries, the committee has limited ability to punish lawmakers for wrongdoing. In February, Santos told CNN that he is ""not concerned"" about a House ethics probe. And despite his scandals, Republicans seem reluctant to push for Santos' immediate removal from office.The National Public Radio (NPR) recently lamented that surviving scandals has become easier for politicians like Santos, as the United States has entered an era of ""post-shame politics."" But NPR is a bit slow on the uptake. For people outside the United States, the post-shame era began long ago, particularly in regards to U.S. foreign policy.In his book The Clash of Civilizations and the Remaking of World Order, Samuel P. Huntington noted that the belief in American principles as universal and the U.S. mission to promote and defend these principles throughout the world has been a persistent and potent theme in American foreign policy. However, this theme has become intermittent and weaker as the United States pursues its interests with no sense of shame and a willingness to flout its own principles and values.The ""America First"" policy embodies how times have changed. Championed by former U.S. President Donald Trump, the approach prioritizes U.S. interests over those of other countries. It disregards established international norms, which many have criticized as selfish and isolationist.Sadly, the lack of shame in American foreign policy has persisted beyond Trump´s presidency, as seen in continued U.S. drone strikes, the hasty Afghanistan withdrawal, the theft of Syria oil and its long-arm jurisdiction, to name just a few.The U.S. military´s drone strikes in Somalia and Yemen, among other countries, have been controversial due to their often deadly impact on innocent civilians. Despite the U.S. government´s claims to uphold human rights and the rule of law, the drone strikes have resulted in hundreds, if not thousands, of non-combatant deaths. Moreover, the legality of these strikes has been widely questioned, particularly as they were often carried out in countries where the United States was not officially at war and was without the consent of those nations.Since 2001, the U.S. military has conducted several operations in the name of fighting terrorism, resulting in the deaths of over 900,000 individuals, approximately 335,000 of them civilians. These horrific U.S. military campaigns have created 37 million refugees worldwide, with an estimated 48,000 civilians having died due to U.S. airstrikes over the past two decades.A lack of shame was also evident during the abrupt withdrawal from Afghanistan, ignoring the spirit of international cooperation and solidarity it had championed. Relying heavily on NATO partners during the 20-year war in Afghanistan, the U.S. government suddenly pulled out of the country without sufficient consultation with its allies, leaving them in a complex and precarious position, its allies complained.The U.S. military´s exploitation of Syrian oil resources is another prime example of how America lacks shame. Despite violating international law, the United States and its mercenaries have been accused of extracting an average of 66,000 barrels of oil per day from Syrian oil fields. Such acts of theft have damaged the United States' moral authority and undermined its credibility as a global superpower.Its long-arm jurisdiction also exemplifies a sense of shamelessness. The United States typically enforces its laws on foreign individuals and entities outside its territory, disregarding the sovereignty of other nations. This behavior has been illustrated in cases involving French company Alstom and Chinese company Huawei. In both cases, the United States used its legal and economic prowess to bully others into submission and maintain dominance in key industries while containing rising competitors.The implications of a ""post-shame era"" in U.S. foreign policy extend far beyond the country´s borders. People worldwide associate such shame with the entire nation.To rebuild its reputation, the United States must prioritize collaboration with other countries rather than continue to pursue unilateralism and hegemony. Only then can it play a more constructive and positive role in shaping a safer and more prosperous world.",http://english.people.com.cn/n3/2023/0304/c90000-10216003.html,04,3,2023
"Chinese envoy urges NATO to contribute positively to world peace, stability - People's Daily Online","Chinese envoy urges NATO to contribute positively to world peace, stability (Xinhua) 10:53, February 18, 2023UNITED NATIONS, Feb. 17 (Xinhua) -- China´s permanent representative to the United Nations, Zhang Jun, said on Friday that NATO should contribute positively to world peace and stability, instead of merely being a troublemaker.""We urge NATO to draw lessons from history, abandon the obsolete Cold War mentality and bloc confrontation, and stop dangerous acts of creating imaginary enemies, destabilizing Europe, and messing up Asia Pacific. It should contribute positively to world peace and stability, instead of merely being a troublemaker,"" Zhang told the Security Council briefing on Ukraine.""I would like to point out that NATO, on the one hand, claims to remain a regional defensive alliance, while on the other hand, constantly seeks to breach its geographic confines and expand its agenda, stoke division and tensions, create fears and confrontations, and keep strengthening military and security ties with Asia Pacific countries,"" said the ambassador.""This is obviously self-contradictory. We note with concern that the NATO secretary general recently made many irresponsible and unfounded remarks on the situation of Asia Pacific,"" Zhang explained.The envoy stressed that the Ukraine crisis is, in essence, the culmination of security conflicts in Europe closely related to NATO´s constant eastern expansion since the Cold War.""Pursuing absolute security and political exclusion and containment by force against a specific party is the very crux of the reason why Europe is in the security plight. If following such a mindset, Europe, and even the whole world will be caught up in greater turmoil,"" he said.""We once again call on Russia and Ukraine to cease fire and start peace negotiations as soon as possible,"" said Zhang.He called on the United States, EU, and NATO to sit down with Russia for a comprehensive and in-depth dialogue.""Based on the principle of security indivisibility, they should discuss how to build a balanced, effective, and sustainable security architecture and realize common security,"" he said.""In this context, every effort should be made to stop any attempt to hype up the conflict and to avoid its escalation and expansion,"" the envoy added.Zhang underscored the importance of strictly complying with international treaties and the implementation of legal obligations in good faith, noting that they are the basic requirements of the rule of law.""This is what practicing true multilateralism is about. Regrettably, when it comes to negotiated agreements that failed to be implemented, the Minsk Agreement is not the only case. The Paris Agreement on climate change faces major setbacks because of the withdrawal of one key party,"" he said.The JCPOA, or the Iran nuclear deal, has yet to be revived, he said. ""Some major bilateral and multilateral treaties and agreements are now being withdrawn from, violated, hollowed out, and weakened.""""Should such a trend continue, great harm would be inflicted on the world. This is something we should be highly vigilant against. Relevant countries also should conduct serious reviews and reflections on this,"" said Zhang.The ambassador said that the human society is facing unprecedented challenges, but peace development, cooperation, and mutual benefit are still an unstoppable historical trend.""Globalization is making our global village smaller, but the world is big enough to accommodate common development and progress of all countries. To strive for a bright future for humankind, all countries should pursue a just cause for common good, and promote inclusiveness, mutual learning, peaceful coexistence, and cooperation,"" the ambassador noted.""There is a need to respect each other´s legitimate and reasonable security concerns, rather than cling to the Cold War mentality or engaging in bloc politics or exclusive small circles,"" he said.""There is also a need to realize win-win cooperation by integrating to economic globalization, rather than expecting others to lose or trying to stay ahead by suppressing the development of other countries,"" he said.Zhang said that major country should behave in a way commensurate with its status, and work together with others to maintain stable international relations, rather than putting the interests of their own over the common interests of the international community or seeking dominance and dictating the whole world.""The world is once again at a historical crossroads. We call on all peace-loving countries to unite under the banner of the UN, practice true multilateralism, and promote the spirit of the rule of law, so as to maintain common security, promote common development, and create a shared future,"" Zhang concluded.",http://english.people.com.cn/n3/2023/0218/c90000-10209532.html,18,2,2023
"Full text: Joint Trilateral Statement by the People's Republic of China, the Kingdom of Saudi Arabia, and the Islamic Republic of Iran - People's Daily Online","Full text: Joint Trilateral Statement by the People´s Republic of China, the Kingdom of Saudi Arabia, and the Islamic Republic of Iran (Xinhua) 11:45, March 11, 2023BEIJING, March 10 (Xinhua) -- The following is the full text of a joint statement released by the People´s Republic of China, the Kingdom of Saudi Arabia, and the Islamic Republic of Iran on Friday.Joint Trilateral Statement by the People´s Republic of China, the Kingdom of Saudi Arabia, and the Islamic Republic of IranIn response to the noble initiative of His Excellency President Xi Jinping, President of the People´s Republic of China, of China´s support for developing good neighborly relations between the Kingdom of Saudi Arabia and the Islamic Republic of Iran;And based on the agreement between His Excellency President Xi Jinping and the leaderships of the Kingdom of Saudi Arabia and the Islamic Republic of Iran, whereby the People´s Republic of China would host and sponsor talks between the Kingdom of Saudi Arabia and the Islamic Republic of Iran;Proceeding from their shared desire to resolve the disagreements between them through dialogue and diplomacy, and in light of their brotherly ties;Adhering to the principles and objectives of the Charters of the United Nations and the Organization of Islamic Cooperation (OIC), and international conventions and norms;The delegations from the two countries held talks on 6-10 March 2023 in Beijing - the delegation of the Kingdom of Saudi Arabia headed by His Excellency Dr. Musaad bin Mohammed Al-Aiban, Minister of State, Member of the Council of Ministers, and National Security Advisor, and the delegation of the Islamic Republic of Iran headed by His Excellency Admiral Ali Shamkhani, Secretary of the Supreme National Security Council of the Islamic Republic of Iran.The Saudi and Iranian sides expressed their appreciation and gratitude to the Republic of Iraq and the Sultanate of Oman for hosting rounds of dialogue that took place between both sides during the years 2021-2022. The two sides also expressed their appreciation and gratitude to the leadership and government of the People´s Republic of China for hosting and sponsoring the talks, and the efforts they placed towards its success.The three countries announce that an agreement has been reached between the Kingdom of Saudi Arabia and the Islamic Republic of Iran, that includes an agreement to resume diplomatic relations between them and re-open their embassies and missions within a period not exceeding two months, and the agreement includes their affirmation of the respect for the sovereignty of states and the non-interference in internal affairs of states. They also agreed that the ministers of foreign affairs of both countries shall meet to implement this, arrange for the return of their ambassadors, and discuss means of enhancing bilateral relations. They also agreed to implement the Security Cooperation Agreement between them, which was signed on 22/1/1422 (H), corresponding to 17/4/2001, and the General Agreement for Cooperation in the Fields of Economy, Trade, Investment, Technology, Science, Culture, Sports, and Youth, which was signed on 2/2/1419 (H), corresponding to 27/5/1998.The three countries expressed their keenness to exert all efforts towards enhancing regional and international peace and security.Issued in Beijing on 10 March 2023.The statement was co-signed by Representative for the People´s Republic of China Wang Yi, Member of the Political Bureau of the Communist Party of China (CPC) Central Committee and Director of the Foreign Affairs Commission of the CPC Central Committee, Representative for the Kingdom of Saudi Arabia Musaad bin Mohammed Al-Aiban, Minister of State, Member of the Council of Ministers, and National Security Advisor, and Representative for the Islamic Republic of Iran Ali Shamkhani, Secretary of the Supreme National Security Council. ",http://english.people.com.cn/n3/2023/0311/c90000-10220500.html,11,3,2023
U.S. regulators close Silicon Valley Bank - People's Daily Online,"U.S. regulators close Silicon Valley Bank (Xinhua) 14:06, March 11, 2023SAN FRANCISCO, March 10 (Xinhua) -- Silicon Valley Bank (SVB), the 16th largest bank in the United States, was closed on Friday by regulators, according to the U.S. Federal Deposit Insurance Corporation (FDIC).An FDIC memo released on Friday said the California Department of Financial Protection and Innovation closed the bank after its stocks sputtered. The bank´s operations will resume on Monday with the FDIC in charge.All insured depositors will have ""full access"" to ""insured"" deposits no later than Monday morning, and official checks ""will continue to clear,"" said the FDIC.Deposit insurance, as per the FDIC´s definition, means that deposits are insured up to 250,000 U.S. dollars per depositor, per FDIC-insured bank, per ownership category.The move came after the Santa Clara-headquartered bank announced Wednesday that it lost 1.8 billion dollars in the sale of U.S. treasuries and mortgage-backed securities it had invested in, owing to rising interest rates. The bank was also facing shrinking deposits as the tech industry struggled.Panic ensued, leading the share price to tank sharply and triggering the run on the 40-year-old bank that holds 210 billion dollars in assets.The SVB´s failure is the largest bank failure since the collapse of U.S. savings and loan association Washington Mutual in 2008, The Associated Press reported.More than half of the bank´s current loans went to major venture capital and private equity firms, while another quarter went to tech and life sciences companies.The bank has an estimated 6,500 employees, according to U.S. online newspaper TechCrunch. ",http://english.people.com.cn/n3/2023/0311/c90000-10220581.html,11,3,2023
China's game industry aims for overseas expansion - People's Daily Online,"China´s game industry aims for overseas expansion (Xinhua) 14:25, February 18, 2023GUANGZHOU, Feb. 18 (Xinhua) -- For three consecutive years, China´s homegrown games have raked in over 100 billion yuan (about 14.7 billion U.S. dollars) in annual sales revenue from overseas markets, according to the 2022 China Gaming Industry Report released recently.The report, released at the China Game Industry Annual Conference in the southern metropolis of Guangzhou, shows that Chinese game developers have been actively expanding their business overseas.Due to the downtrend of the global game market under the influence of COVID-19 and heated competition, sales of homegrown Chinese games in the overseas market reached 17.35 billion dollars last year, down 3.7 percent year on year, showing a smaller drop than that of the domestic market.The major target markets for Chineses mobile games are the United States, Japan and the Republic of Korea, while the sales in other countries and regions are increasing year by year, indicating the continuous expansion of Chinese enterprises in emerging markets, according to Zhang Yijun, vice chairman of the China Audio-Video and Digital Publishing Association.""Expanding business in overseas markets is becoming a strategic trend for more companies, and the globalization of China´s game industry is becoming increasingly noticeable,"" Zhang said.Chinese internet giant Tencent has been steadily ramping up its efforts to expand its presence in the global gaming market by boosting its technology research and development, fostering content innovation, and building international intellectual property.Many of Tencent´s games have gained popularity worldwide, such as Arena of Valor, PUBG MOBILE and Alchemy Stars. PUBG MOBILE has been released in over 200 countries and regions worldwide, with cumulative global downloads outside the Chinese mainland surpassing 1 billion.Game industry insiders believe that China´s game industry is expanding its global reach through deep localization and refined operations. Chinese enterprises have managed to improve their marketing efficiency by cooperating with overseas distributors and developing integrated research and business models through the establishment or acquisition of overseas studios.To strengthen the company´s global operation and publishing capabilities, Tencent launched its overseas game business brand ""Level Infinite"" at the end of 2021. It provides technical empowerment, market insights, global publishing, and other support for global partners.It currently has a business presence in regions such as Europe, the United States, the Middle East, and Southeast Asia, and aims to expand its market reach to South America, Latin America and beyond.Regions like the Middle East, Africa and Latin America have become the new areas for growth in the overseas game market for the relatively large populations and rapidly improving network infrastructure, according to the report.",http://english.people.com.cn/n3/2023/0218/c90000-10209592.html,18,2,2023
U.S. lack of gun violence research hinders prevention efforts: media - People's Daily Online,"U.S. lack of gun violence research hinders prevention efforts: media (Xinhua) 13:47, March 04, 2023NEW YORK, March 3 (Xinhua) -- Some 63 percent of Americans were either ""very"" or ""somewhat"" dissatisfied with current U.S. gun laws, the highest level of disapproval recorded in 23 years, U.S. News and World Report reported Thursday, citing a recent Gallup poll.""Yet despite the rising death toll and the public frustration, advocates and experts say there is an alarming lack of knowledge about how to effectively address the gun violence epidemic,"" said the report.Many put the blame for that on a two-decade dearth of gun violence research they say has made it challenging both to understand the extent of the problem and to effectively combat it, it noted.""Such gaps in data have made it harder for researchers and policymakers to evaluate the effectiveness of gun violence prevention strategies that have already been implemented,"" it added.The United States has witnessed more than 90 mass shootings since the start of January, according to tracking data from the nonprofit Gun Violence Archive. In that time, more than 7,000 people have been killed by firearms, including more than 3,000 people who died by homicide and more than 4,000 who died as the result of suicide.",http://english.people.com.cn/n3/2023/0304/c90000-10216070.html,04,3,2023
"U.S. records 18,000 flu deaths so far this season: CDC - People's Daily Online","U.S. records 18,000 flu deaths so far this season: CDC (Xinhua) 13:34, March 04, 2023LOS ANGELES, March 3 (Xinhua) -- There have been at least 26 million illnesses, 290,000 hospitalizations, and 18,000 deaths from flu so far this season in the United States, according to the latest estimates published Friday by the U.S. Centers for Disease Control and Prevention (CDC).A total of 117 pediatric flu deaths have been reported in the country this season, according to the CDC.The number and weekly rate of flu hospital admissions continued to decline in the country. About 1,500 people were hospitalized with flu in the latest week ending Feb. 25, CDC data showed.The CDC recommends that everyone ages 6 months and older get an annual flu vaccine as long as flu activity continues.There are also prescription flu antiviral drugs that can be used to treat flu illness, which need to be started as early as possible, said the CDC.",http://english.people.com.cn/n3/2023/0304/c90000-10216041.html,04,3,2023
"UN expert decries ""appalling"" legacy of residential schools in Canada - People's Daily Online","UN expert decries ""appalling"" legacy of residential schools in Canada (Xinhua) 14:41, March 11, 2023People take part in an event to mourn for victims who died of abuses by former indigenous residential schools in Toronto, Canada, on July 1, 2021. (Photo by Zou Zheng/Xinhua)""Canada must address the adverse impact of colonial legacies to achieve meaningful reconciliation and accountability for past crimes,"" said Calí Tzay, UN Special Rapporteur on the rights of Indigenous Peoples.OTTAWA, March 10 (Xinhua) -- The testimonies of survivors of Canada´s residential school system were appalling, a United Nations expert said on Friday, urging the government to fully implement recommendations of a 2015 truth commission to achieve meaningful reconciliation and accountability in the country.""Canada must address the adverse impact of colonial legacies to achieve meaningful reconciliation and accountability for past crimes,"" said Calí Tzay, UN Special Rapporteur on the rights of Indigenous Peoples, in a statement at the end of a 10-day official visit to Canada.""I was dismayed and saddened by the stories of survivors of Indian Residential Schools,"" the UN expert said.Over 150,000 First Nations, Métis and Inuit children were separated from their families and forced to attend the government-funded schools between the 1870s and 1997. In 2015, a Truth and Reconciliation Commission appointed by the Canadian government concluded that children were physically and sexually abused and died in the schools in numbers that may never be fully known.Tzay said the Commission´s Calls to Action should be fully implemented. ""The full resolution of Indian Residential School claims is necessary to achieve true reconciliation, including for Catholic church-run institutions and residential schools established by provinces,"" the UN expert said.Flag marks are seen at the site of unmarked graves near a former indigenous residential school in Saskatchewan, Canada, on June 27, 2021. (Photo by Amru Salahuddien/Xinhua)""Canada has made progress towards the promotion and protection of the rights of Indigenous Peoples since the visits of my predecessors,"" he said, while pointing to many existing challenges that remain unaddressed.""The negative legacies of residential schools are reflected in the child welfare system today. Despite comprising 7.7% of the Canadian population, over 53% of children in care are indigenous, up to 90% in some provinces,"" he said.Tzay said intergenerational trauma caused by residential schools and structural racial discrimination has led to a number of present-day human rights violations and abuses, including the current crisis concerning missing and murdered Indigenous women and girls. It is estimated that Indigenous women and girls are 12 times more likely to be murdered or go missing than other women in Canada.""The number of missing and murdered Indigenous women and girls escalated during the COVID-19 pandemic and continues to increase,"" the expert said. The special rapporteur noted that most of the 231 Calls for Justice of the National Inquiry for Missing and Murdered Indigenous Women and Girls (MMIWG) and gender diverse people still remain to be implemented. He called on the Canadian government to prevent and combat such violence as a matter of priority, by addressing the root causes of the MMIWG ""epidemic"", including systemic racism and discrimination against Indigenous women and girls.The special rapporteur also expressed concern that Indigenous Peoples have continued to be overrepresented in the criminal justice system.""The situation of Indigenous women and gender diverse peoples is even more devastating as they represent half of the federal prison population,"" Tzay said. ""Indigenous Peoples are often victims of racial profiling, arbitrary and discriminatory arrests, and disproportionate use of force by law enforcement personnel.""People visit a memorial at the site of the former St. Paul Indian Residential School in North Vancouver, British Columbia, Canada, on Aug. 10, 2021. (Photo by Liang Sen/Xinhua)Tzay cited the Coastal GasLink pipeline and the Trans Mountain Pipeline projects to illustrate how activities of business corporations further contribute to human rights violations and abuses of Indigenous Peoples in provinces across Canada, including the criminalisation of human rights defenders.""In many cases projects are developed without engaging in good faith consultations with Indigenous Peoples whose rights and interests are impacted, and without their consent,"" the UN expert said. ""International human rights law entails a duty on the part of the State not only to refrain from violating human rights, but to exercise due diligence to prevent and protect individuals from abuse committed by non-State actors, such as business enterprises, including outside their territories,"" he said.The special rapporteur noted that Canada has embarked on an important journey towards reconciliation that must dismantle structural and systemic racism against Indigenous Peoples and respect Indigenous Peoples' right to self-determination, lands, territories, and resources.""Human rights are universal, indivisible and interdependent, and all Indigenous Peoples should have equal rights and opportunities,"" the special rapporteur said. ",http://english.people.com.cn/n3/2023/0311/c90000-10220592.html,11,3,2023
