title,article,link,year,month,day
US vows to strengthen nuclear arsenal — RT World News,"        US vows to strengthen nuclear arsenal                        A top general warned of the need to boost “deterrence” following dozens of missile tests by North Korea            FILE PHOTO: A silo housing a decommissioned Titan II nuclear missile is seen at the Titan Missile Museum in Green Valley, Arizona. ©                Pentagon  Katie LangeThe US government will work to improve its nuclear forces, a senior military commander has said, pledging to bolster America’s arsenal on land, in the air, and at sea in response to “rogue” actions by North Korea.Speaking before the Senate Armed Services Committee on Thursday, Air Force General Anthony Cotton spoke of the need to strengthen the nation’s nuclear arsenal to meet “challenges” from the likes of Pyongyang and other rival states.“North Korea conducted an unprecedented number of missile launches in 2022 and its new intercontinental ballistic missile (ICBM), referred to as KN-28, highlight that the security challenge continues to grow,” he said.“To ensure our continued ability to serve as the bedrock of integrated deterrence, we are recapitalizing every leg of the nuclear triad, and the nuclear command control and communication systems.”: North Korea cites ‘realistic’ chance of nuclear warThe ‘triad’ refers to the three primary methods of delivery for US nuclear weapons, including land-based missile silos, long-range strategic bomber aircraft, and nuclear-armed submarines.Cotton went on to accuse North Korea of acting as a “rogue” nation which “poses a threat to the United States and our allies,” stressing that Washington must continue to improve its “effective and credible nuclear deterrent.”Tensions on the Korean Peninsula have soared over the last year, with the DPRK conducting a record number of weapons tests amid a flurry of joint US-South Korean war games. Military activity has continued into 2023, with Pyongyang firing off missiles as Washington and Seoul press on with multiple rounds of exercises, including a recent drill involving a US nuclear-capable bomber.North Korea has repeatedly condemned such drills as rehearsals for an invasion, and insists it has every right to carry out missile launches and develop its own “deterrent” forces. However, US officials continue to press Pyongyang to give up its nuclear arsenal, with State Department spokesman Ned Price vowing on Thursday to impose increased “costs” on the DPRK until it “changes its approach” and abandons its weapons. Though Price called for “dialogue and diplomacy” with North Korea, so far President Joe Biden appears to have made no effort to sit down with the country’s leadership or hold a new round of talks to deescalate the tensions.:    South Korea approves indirect arms delivery to Ukraine                    ",https://www.rt.com/news/572729-us-strengthen-nuclear-arsenal/,2023,Mar,10
German army struggling with NATO obligations – media — RT World News,"        German army struggling with NATO obligations – media                        The Bundeswehr is short of battle-ready tanks to bolster the bloc's rapid deployment force, German media report            FILE PHOTO. ©                Global Look Press  Daniel KarmannGermany would be ill-equipped to fulfill its NATO commitments in the event of an emergency requiring an immediate military response, state broadcaster ZDF has reported. Berlin was scheduled to form the core of the military bloc’s Very High Readiness Joint Task Force (VJTF) this year. However, the military unit responsible lacks battle-ready tanks for the mission, the broadcaster said on Monday, citing internal documents.The VJTF is expected to be the first to meet an adversaryifNATO is attacked. The 8,000-strong force must be ready to send its troops to the front within two to seven days, but the Bundeswehr Tank Battalion 393 is hardly up to the task, ZDF revealed.The unit, based in the central state of Thuringia, is the only one in theBundeswehr equipped with state-of-the-art Leopard 2A7V main battle tanks. However, not enough of them are combat-ready.Read moreGermany cannot defend itself – defense ministerAt least 30 of the unit’s 44 heavy equipment tanks must be battle-ready at any time through the year to meet the VJTF requirements. In January, the unit had only 17 tanks ready for action, according to the internal documents seen by ZDF. In February, this number increased to 20, still below the VJTF standards.Estimates by the Bundeswehr seen by ZDF show that the battalion will not be ready for the VJTF mission this year, since the number of combat-ready tanks in its possession is unlikely to exceed 23 at any time.The German military has already extended the period formandatory tank maintenance from 12 to 24 months in order to increase the number of combat-ready panzers in the 393rd Battalion. Otherwise, 11 more tanks would have been deemed unfit for service, ZDF reported.Read moreGermany suspends procurement of faulty armored vehiclesAccording to the broadcaster, the unit would have to “borrow” tanks from another battalion based in the southern state of Bavaria. However, that unit has its own issues with tank availability, and its armor has not undergone an official VJTF certification.The issue was blamed on a maintenance plant owned by the German defense industry giant KMW. Internal documents showed that the maintenance backlog was discussed during a top-level “crisis meeting” in mid-February.Officially, Berlin still maintains that it is ready to fulfill its NATO obligations. German Defense Minister Boris Pistorius did admit a “backlog of maintenance and repairs” during his visit to Lithuania this week, but insisted that the issue “will now be resolved.” “There is no doubt that the mission can be accomplished,” he told journalists, referring to the VJTF.The news comes as Germany prepares to send 14 of its Leopard 2 tanks to Kiev as part of another Western military aid package.                    ",https://www.rt.com/news/572617-germany-lack-tanks-nato-obligation/,2023,Mar,07
Nazis are 'losers' – Schwarzenegger — RT Games & Culture,"HomeGames & Culture        Nazis are 'losers' –Schwarzenegger                        The actor and former California governor regularly issues political messages on his personal YouTube channel            Arnold Schwarzenegger is pictured at the Auschwitz Jewish Center Foundation, after visiting former Nazi German Auschwitz Birkenau concentration and extermination camp. Oswiecim, Poland on September 28, 2022  ©Getty Images                  Beata ZawrzelNurPhoto via Getty ImagesVeteran actor and former California governor Arnold Schwarzenegger has delivered a scathing rebuke of what he perceives to be a surge in anti-Semitic hate groups in the United States, telling viewers “there has never been a successful movement based on hate” in a Monday video that has since gone viral.Schwarzenegger, 75, claims in the 12-minute-long video that he has noticed an increase in support for anti-Semitism across the world. He also spoke of a recent visit to the Auschwitz concentration camp, which apparently convinced him to issue an open call to ensure that tragedies such as the Holocaust never happen again.“Nazis? Losers,” the Austrian-American actor said. “The confederacy? Losers. The apartheid movement? Losers.”He added that it was “easier to hate than it is to learn” and that people who are radicalized by their own prejudices “will die as miserably as they lived.”Read moreSchwarzenegger calls Gorbachev his ‘hero’Schwarzenegger is active on YouTube, often using it to deliver messages to his subscriber base of more than 1.3 million people. In the past, he has tackled issues such as the onset of the Covid-19 pandemic and the Russia-Ukraine conflict.The ‘Terminator’ star’s statements are backed up by data released last year by the Anti-Defamation League, a US-based non-governmental organization which combats anti-Jewish sentiment in the country. It recorded some 2,717 incidents of “antisemitic harassment, vandalism and assault” in 2021 – the highest figure since records began in 1979.Schwarzenegger has previously revealed that his father, Gustav, was a member of the Nazi party after first seeking membership in 1939. In the video, he explains that his father was injured in St. Petersburg (then Leningrad) and that the “Nazi army he was part of did vicious harm to the great city and its people.”Another prominent Hollywood figure, director Steven Spielberg, said on US television last week that he also had concerns about a surge in anti-Semitic sentiment in the United States. Spielberg, who was raised in a Jewish family, has also spoken of abuse he suffered at the hands of anti-Semitic bullies in his youth.                    ",https://www.rt.com/news/572601-us-schwarzenegger-antisemitism-video/,2023,Mar,07
Fentanyl is American problem – Mexican president — RT World News,"        Fentanyl is American problem – Mexican president                        Andres Manuel Lopes Obrador has told Washington to deal with its own “problem of social decay” instead of blaming drug labs in his country            ©                Getty Images  Manuel VelasquezThe fentanyl crisis claiming tens of thousands of American lives every year is of the US’ own making, Mexican President Andres Manuel Lopes Obrador, known as AMLO, said in a statement on Thursday.“Here, we do not produce fentanyl, and we do not have consumption of fentanyl,” AMLO continued, advising Americans to “take care of their problem of social decay” instead of waging literal war on drug cartels.The Mexican leader argued the addiction epidemic north of the border had more to do with social ills like single-parent families, parents who evict grown children, and grown children who stash their elderly relatives in care homes “and visit them once a year,” than any issues on the supply side, even though his government has seized tens of millions of doses of the drug in recent years.Read moreEnough fentanyl to kill all Americans seized in 2022 – DEAAMLO’s statement followed a call by US Senator Lindsey Graham (R-South Carolina) to “unleash the fury and might of the US against these cartels.” While stressing that he did not want to “invade Mexico,” the notoriously belligerent Republican argued the Pentagon should “destroy drug labs that are poisoning Americans.”The Mexican president denounced Graham’s words as “an insult to Mexico and a lack of respect for our independence and sovereignty,” threatening to tell all Mexicans and Hispanics living in the US to vote against the “inhuman and interventionist” Republican Party.Secretary of Foreign Affairs Marcelo Ebrard agreed that the senator’s proposal was “catastrophic” for cooperation between the two countries. “They know that the fentanyl epidemic did not originate in Mexico, but in the United States,” the diplomat tweeted on Thursday, arguing “more work is being done against fentanyl now than ever” and citing the recent seizure of six tons of fentanyl that otherwise would have gone into American bodies.Drug cartels that previously moved heroin and cocaine have transitioned to the much more lucrative synthetic fentanyl and methamphetamine, buying precursor chemicals from overseas and making the drugs in massive superlabs. While fentanyl, which is 50 times stronger than heroin, is rarely used in Mexico, the government recently launched a campaign to warn citizens away from it, using images taken from drug-infested areas of US cities.The US Drug Enforcement Administration seized over 379 million doses of fentanyl last year, enough to kill every person in the US. About 70,000 Americans die of opioid overdoses every year, a number that has been steadily increasing since the 1990s, when Purdue Pharmaceuticals’ blockbuster painkiller OxyContin – marketed as non-habit-forming – introduced millions of Americans to addiction.                    ",https://www.rt.com/news/572785-amlo-blames-us-fentanyl-graham/,2023,Mar,10
US spies concerned about Russia escalation risk — RT World News,"        US spies concerned about Russia escalation risk                        Moscow “probably” doesn’t want direct conflict, intelligence chiefs told the Senate            'Yars' nuclear missiles at the military parade on Moscow's Red Square, marking the 77th anniversary of Victory in the Great Patriotic War, May 2022 ©                Sputnik  Evgeny OdinokovAmerica's top spiesbelieve Russia does not want a direct military confrontation with NATO, but there is potential for the conflict in Ukraine to escalate, according to the annual threat assessment delivered to the Senate by spy chiefs on Wednesday.“Russian leaders thus far have avoided taking actions that would broaden the Ukraine conflict beyond Ukraine’s borders, but the risk for escalation remains significant,” according to the 2023 Annual Threat Assessment report.Compiled in February, the assessment was made public on Wednesday at the annual Senate Intelligence Committee hearing on global threats. Director of National Intelligence Avril Haines described China as the “unparallelled priority” of US spies. Directors of the CIA, FBI, NSA, and the Defense Intelligence Agency (DIA) also testified at the hearing.The 40-page report dedicates four pages to Russia, looking at both the conflict in Ukraine and Moscow’s role in Central Asia, Africa and Latin America. Though the report accuses Russia of “unprovoked aggression” in Ukraine, within a few paragraphs it admits that Moscow acted because it perceived an “existential threat in its neighborhood” that could “endanger Russian national security.”The Ukraine conflict was described as “a tectonic event that is reshaping Russia’s relationships with the West and China, and more broadly in ways that are unfolding and remain highly uncertain.”Read moreFormer Russian president eyes ‘final nail’ in neocolonialism’s coffinThe next few years will be “critical to determining who and what will shape the narrative” in the strategic competition between the US and its allies on one side and Russia and China on the other, said the report.US spies believe Russia’s ground forces have been weakened by the war and “military failures” in Ukraine, which will compel Moscow to rely on its significant nuclear deterrent. Alleged losses in Ukraine will “require years of rebuilding,” making Russia “less capable of posing a conventional military threat to European security” or “operating as assertively in Eurasia and on the global stage,” they claim.This has probably “reduced the likelihood of Russian military intervention in other post-Soviet states,” the spies believe. They suggest Moscow won’t be able to intervene as it did in Belarus (2020) and Kazakhstan (2022) “to prevent expressions of popular dissatisfaction with the government from leading to regime change.”However, US spies also assessed that Moscow will continue to build up influence in Africa, the Middle East and Latin America, trying to “undercut US leadership” and present itself as “an indispensable mediator and security partner.” This includes a strategic relationship with China, “driven by their shared threat perceptions” of the US.Russian officials “have long believed that the United States is trying to undermine Russia, weaken [President Vladimir] Putin, and install Western-friendly regimes in the post-Soviet states and elsewhere,” the report says, without conceding that US officials have publicly admitted to all of those objectives at one point or another.                    ",https://www.rt.com/news/572651-us-spies-russia-threat/,2023,Mar,08
Vessel linked to Nord Stream sabotage discovered – media — RT World News,"        Vessel linked to Nord Stream sabotage discovered – media                        The yacht allegedly belongs to a company owned by Ukrainians, German outlets have reported            FILE PHOTO: A gas leak causes bubbles on the surface of the Sea in Sweden on September 28, 2022. ©                Global Look Press  The Swedish Coast GuardGerman authorities probing explosions at the Nord Stream gas pipelines have identified a vessel which was reportedly used in the attack on the pipelines. The yacht belongs to a Polish-based company owned by two Ukrainians, according to the reports.German state broadcaster ARD, SWR radio and Die Zeit newspaper launched what they called their own joint journalistic investigation into the activities of German law enforcement authorities involved in this case.Their findings indicate the yacht set sail from the German northeastern port city of Rostock on September 6, having received explosives and equipment for the operation a froma delivery truck. The yacht was later identified on the Danish island of Christianso, located just north-east of the island of Bornholm, where the pipelines were damaged on September 26, 2022.Thevessel was then returned to the owners,where investigators managed to find traces of explosives on a cabin table, the outlets claim. The sabotage was reportedly carried out by a team of six people, including a captain, two divers, two diving assistants, and a female doctor.Read moreUS spies say ‘pro-Ukrainian group’ bombed Nord Stream – NYTThe identities and nationalities of the suspects remain unclear as they had “professionally forged passports,” which they also used to rent the yacht in the first place, according to the reports. The German authorities have also reportedly found no evidence that might point to who might have ordered the pipelines to be sabotaged.According to ARD, SWR and Die Zeit, a Western secret service organization allegedly tipped off some European “partner services” shortly after the explosions, saying that a “Ukrainian commando” unit was responsible for the attack. The media outlets also claimed there had been “further intelligence indications” that a pro-Ukrainian group could be behind it.The German government has not commented on the information presented by the media so far. A few days ago, Sweden, Denmark and Germany “informed the United Nations Security Council that the investigations are ongoing and that there are still no results,” a government spokesman declared on Tuesday. Kiev denied any involvement in the incident when contacted by the German media.Citing some anonymous US intelligence officials, the New York Times on Tuesday reported that a “pro-Ukrainian group” was behind the September 2022 attacks. “No American or British nationals were involved,” it added.The NYT also said that the bombs that tore apart three out of four pipeline strings at the bottom of the Baltic Sea were “most likely” planted by experienced divers, who might have received “specialized government training in the past.”                    ",https://www.rt.com/news/572615-vessel-nord-stream-sabotage-identified/,2023,Mar,07
US lawmakers call for declassified Covid origins report — RT World News,"        US lawmakers call for declassified Covid origins report                        Republicans have pressed the federal government to publish more information about the genesis of the global health crisis            The dome of the US Capitol is visible in a reflection on Capitol Hill in Washington, DC, January 23, 2023. ©                AP  Andrew HarnikThe US House Intelligence Committee has adopted its own version of a bill seeking to force the government to declassify all that it knows about the origins of the Covid-19 pandemic, namely information that relates to a major virology lab in China, from which US officials have claimed the virus originally escaped.A Senate-approved bill moving through Congress was given a rubber stamp by the Republican-controlled intel committee on Tuesday, aiming to require Director of National Intelligence Avril Haines to “make available to the public as much information as possible” about the beginnings of the virus, as well as “any and all information relating to potential links between the Wuhan Institute of Virology” and Covid-19.“The American public deserves answers to every aspect of the Covid-19 pandemic, including how this virus was graded and specifically, whether it was a natural occurrence or was the result of a lab-related event,” committee chairman Mike Turner said. “The intelligence community does have more information about Covid-19 than the public has seen.”: China presses for Covid origins probe in USThe legislation was approved unanimously by the committee and will now head for a floor vote in the House, after which it would be destined for President Joe Biden’s desk for a signature.The GOP-led push to declassify information follows an updated assessment by the Department of Energy, which recently concluded the virus likely leaked from the Wuhan lab, though the department only endorsed that theory with “low confidence.” Days later, FBI Director Christopher Wray appeared on Fox News to declare that Covid-19 “most likely” emerged from the virology facility, citing a bureau report that has not been made public.Republican Senators Josh Hawley and Mike Braun initially proposed similar legislation in 2021, and though the bill was passed in the upper chamber, it was never enacted into law. It was reintroduced and passed again overwhelmingly last week.“The Senate already passed my bill with​ ​[Hawley] ​​to make every bit of evidence we know about the Covid lab leak declassified for the American people to see the facts without corporate or government censors. President Biden needs to declassify everything we know today​,” Braun wrote in a tweet in late February, soon after the Wall Street Journal was first to report the Energy Department’s revised conclusion.Though the original bill never received the president’s signature, so far the White House has not given any indication it will veto the measure.Beijing, for its part, has vocally denied suggestions the pathogen escaped from the Wuhan virology lab, rejecting the theory as a way to smear China’s image abroad. On Monday, the Chinese Foreign Ministry accused Washington of “spreading myths” about the origins of the pandemic, urging for an international probe into the matter within the United States following similar investigations in the People's Republic.:    WHO wants proof  to support US claims of Covid origin                    ",https://www.rt.com/news/572618-us-lawmakers-covid-origins/,2023,Mar,08
"‘Havana syndrome’ has been debunked, but will lessons be learned? — RT World News","        ‘Havana syndrome’ has been debunked, but will lessons be learned?                        A mysterious affliction that plagued US diplomats worldwide was not the result of a Russian attack after all            Bradley Blankenship is an American journalist,columnist and political commentator. He has a syndicated column at CGTN and is a freelance reporter for international news agencies including Xinhua News Agency.Bradley Blankenship is an American journalist,columnist and political commentator. He has a syndicated column at CGTN and is a freelance reporter for international news agencies including Xinhua News Agency.@BradBlank_A general view of Embassy of the United State of America in Cuba, Havana on September 18, 2017. ©                Photo by Yander ZamoraAnadolu AgencyGetty ImagesFor seven years, US diplomats worldwide have succumbed to mysterious illnesses and abnormal acoustic sensations dubbed “Havana syndrome,” after the first “case” was detected in the Cuban capital in 2016. These mystery illnesses have racked up burdensome medical bills for many and pushed some into early retirement.Investigators initially pinned these incidents on a suspected high-tech energy weapon, possibly developed by Russia, until an exclusive Washington Post report was released last week. According to the report, which cites anonymous officials familiar with conclusions found by several agencies, the “syndrome” was not caused by an energy weapon and one agency nixed the idea completely that a foreign adversary was behind it. Reportedly, none of the agencies disagreed with the latter conclusion. Investigations into what exactly happened are still ongoing.However, for years the US media pointed the finger at Russia through “scoops” dropped by anonymous intelligence officials. For instance, Politico reported in 2021 that American spy agencies were lasering in on Russia’s military intelligence unit, GRU. These officials reportedly debriefed members of Congress on the matter. Likewise, that same year the New Yorker posed the tantalizing question: “Are U.S. Officials Under Silent Attack?” And, of course, well before this, the likes of CNN and MSNBC were already speculating about a conspiracy on their broadcasts and, as always, blaming the Russians.Read morePayouts to Havana Syndrome victims to continue indefinitelyThe debunking itself comes from a paper that has reported speculative information from “anonymous” intelligence officials in the past. However, it references a number of reports – things that exist – within US intelligence agencies, which lends it much more substance and credibility.It’s hard to speculate on what might have been behind the “Havana syndrome” incidents but what’s clear is that US officials jumped the gun in blaming Russia. If we turn the clock back seven years, we might recall that this was one of the spikes in anti-Russia hysteria in the US. Report after report came out suggesting that Russia “hacked” the US presidential election that year in favor of Donald Trump. Then the goal posts kept shifting, first to how Russia “interfered” in the election, and then to how Russia “influenced” the election.Each of these reports was debunked and some journalists were even sackedor forced to resign over “scoops” that had not been properly fact-checked. For example, one Washington Post reporter got a scoop from officials that Russia hacked into the state of Vermont’s energy grid, a claim that was immediately debunked. Another CNN investigation, alleging that Russia had a slush fund in place for Trump-tied officials, led to three journalists, including one executive editor, resigning.Russia’s vindication regarding the mystery illnesses of US diplomats is a premier case study in unethical speculation by federal officials exacerbated by sloppy journalism. Going back to when “Havana syndrome” first appeared, we will also remember that it was not long after the 2014 Western-backed coup in Ukraine, which nearly sparked a direct conflict between Russia and NATO, led to the Russian annexation of Crimea and spurred events leading to the current Ukraine crisis.Read moreUS spies debunk ‘Havana Syndrome’ conspiracy –WaPoUS officials and their media stenographers were trying hard to drive public opinion against Russia by claiming Moscow was directly undermining America’s democracy and covertly attacking our diplomats around the world. Of course, it was all a bunch of lies, as history has revealed. There needn’t be a foreign adversary to explain the health issues of US diplomats. Perhaps the explanation is simpler, something like travelers’ sickness, which many people experience. One thing is certain, there was never any actual evidence that Russia was behind these weird illnesses – only speculation.We’re now seeing this in action again after a Chinese balloon was spotted over the continental United States. The US government shot down the airship, speculating that it was part of a surveillance operation. China maintains that it was simply a weather monitoring balloon that had veered off course.In any case, the US is reportedly releasing an investigation on this matter. After the latest revelation about the “Havana syndrome”, I fully anticipate the report will show that, in fact, it was a civilian weather balloon all along and not a surveillance op. Releasing defamatory ‘scoops’ about adversarial countries, not backed by evidence, has been the modus operandi for US officials and media for a while now.However, I hope these intelligence reports dug up by the Washington Post can be a point of reflection for the media. Hopefully, they will stop embarrassing themselves by uncritically broadcasting the officials’ finger-pointing. The American people are sick of the lies, sick of the transparently false claims roundly reported in the media and sick of not having a media apparatus that actually discusses issues relevant to their lives.The statements, views and opinions expressed in this column are solely those of the author and do not necessarily represent those of RT.oped                    ",https://www.rt.com/news/572580-havana-syndrome-cuba-us/,2023,Mar,07
Absent ‘friends’: What Ukraine could learn from a new report about the US withdrawal from Afghanistan — RT World News,"        Absent ‘friends’: What Ukraine could learn from a new report about the US withdrawal from Afghanistan                        The American exit from Kabul might be taste of the future for officials in Kiev            FILE PHOTO: An Afghan National Security Forces (ANSF) soldier mans a machinegun mounted on a vehicle while patrolling an area during a military operation in Guzara. ©                HOSHANG HASHIMI  AFPIn the spirit of better late than never, the Special Inspector General for Afghanistan Reconstruction (SIGAR) has published an extensive investigation into the collapse of the Afghan National Defense and Security Forces (ANDSF) following the US withdrawal from Kabul in August 2021. The report not only offers, at-times shocking, detail on the level of Washington’s betrayal, but important lessons for America’s international allies today.Read moreDogs of war: Here’s why the Ukraine conflict could be about to spread to another European countryIf only you knew how bad things really areThe ANDSF’s collapse was quite a sight to behold. The vast fighting force, constructed at a cost of $90 billion over 20 years, seemed to vanish even faster than the American aircraft escaping Kabul airport. This is despite US officials endlessly claiming in the leadup to the West’s wholesale pullout from Afghanistan that the government was more than capable of defending itself without foreign support.However, SIGAR’s appraisal makes clear this disintegration was a long-time in the making. The February 2020 Dohar agreement between formerPresident DonaldTrump's administration and the Taliban meant that the ANDSF could no longer rely on the US military’s presence in Afghanistan to protect against losses, move weaponry and other supplies around the country on its behalf, or even for their salaries to be paid by the government in Kabul.As a result, the often unpaid army units stationed around the country lacked ammunition, food, water, and other basic necessities to “sustain military engagements against the Taliban” - and any will whatsoever to fight.“The Taliban’s military campaign exploited the ANDSF’s logistical, tactical, and leadership weaknesses. Direct attacks and negotiated surrenders set up a domino effect of one district after another falling to the Taliban,” SIGAR records. “The Taliban’s media and psychological warfare campaign, magnified by real-time reporting, further undermined the Afghan forces’ determination to fight.”                   FILE PHOTO: An Afghan National Security Forces (ANSF) personnel sits in the back of a vehicle as he patrols during a military operation in Guzara district in Herat province.     © HOSHANG HASHIMI  AFP                                                        Even before the Dohar agreement though, “underlying and systemic factors…made the ANSDF vulnerable to collapse in the first place.” Chief among them, US plans to build the Afghan armed forces were “disconnected from a realistic understanding of the time required” to do so. This is despite Washington taking decades to achieve a similar result in South Korea.Advisors themselves were also judged by SIGAR to be “often poorly trained and inexperienced for their mission.” Key challenges were “limited or no pre-deployment and in-theater training, and frequent rotational deployments that lacked proper handovers.” These shortcomings meant the US could neither build relationships with nor improve the capacity of the ANDSF.Read moreBack in the USSR: 15-minute cities have unleashed a wave of conspiracy theories, but the concept is borrowed from a Soviet ideaDespite the report’s inventory of savage indictments, it concludes by stating SIGAR is “not making any recommendations” for future US action, or policy, as a result of its findings. Pentagon officials probably wouldn’t listen even if any were offered. An annex of the document notes that the Department of Defense’s engagement with SIGAR’s investigation was minimal, with virtually none of the information requested turned over.The Pentagon “only provided limited responses to SIGAR’s request for information and missed every deadline for responding to SIGAR’s questions or for providing feedback to vetting drafts of this report,” the appraisal notes. For example in November 2021, SIGAR submitted 21 separate questions to the Department of Defense, asking for replies by 21 December 2021. It wasn’t until eight months later “limited records” were given.Lessons to learnStill, the lessons of SIGAR’s report are very clear. First and foremost, its disclosures stand as a stark warning of the fate that could await close US allies, should Washington’s “interests” be served by abandoning them at a given moment.For example, ANDSF members who did not manage to flee Afghanistan following the US withdrawal have either been killed or joined “extremist groups”. Either way, they’ve been completely forgotten about, an obvious outcome of Washington showing little interest in ensuring safe passage out of the country for its former proxy fighters, before, during or after its own escape.                   FILE PHOTO: Surrendering Taliban militants stand with their weapons as they are presented to the media in Herat, Afghanistan.     © Majid Saeedi  Getty Images                                                        Likewise, much of the military equipment provided by the US is now used by the Taliban for both training and operations, including armored vehicles and military aircraft. They have been detected in videos of military parades, and training sessions.It was even difficult for Washington to know which weaponry and ammunition hadbeen sent to Afghanistan by the Department of Defense. SIGAR found officials failed to provide accurate accounting of shipments, and fell far short of oversight requirements “for monitoring sensitive equipment transferred to the Afghan government and the ANDSF,” making it likely that equipment could be lost or stolen. Internal controls failed to offer protection against fictitious records being logged in internal monitoring systems.Read more70 years after Stalin’s death: How Western propaganda has rebranded the Soviet dictator from villain to hero, and back againNonetheless, the US did scramble to rescue some of the gearit provided to the ANDSF, in particular aircraft intended for the ill-fated Afghan Air Force.Some of the salvaged planes were moved into storage in the US, while “others have already been repurposed and sent to other countries, such as Ukraine.”The reference to these jets reaching Ukraine is particularly fitting, given it was not long after its hasty retreat from Afghanistan – following 20 years of failure – that Kiev became the primary foreign policy focus for the White House. With weapons, ammunition, political will and public support all nearly spent across Europe and North America, the current proxy war with Russia probably can't be sustained for two decades, and maybe not even two years.Ukrainian leaders might want to to consult the testimony of an anonymous State Department official, quoted in the SIGAR report.“For a long time [the Afghan government] did not take seriously that we were serious about withdrawal, and total withdrawal. They would tell me, Afghanistan is the most important piece of real estate in the world, how could you leave a territory as important geopolitically?” the official revealed. “I tried to plead with [the Afghan President], saying I know he’s very well-connected but, in our system, the President ultimately decides, and he should take this seriously not to miscalculate.”ByFelix LivshitzFeature                    ",https://www.rt.com/news/572642-abandoned-puppets-us-afghan/,2023,Mar,10
US Congress rejects Syria troop pullout — RT World News,"        US Congress rejects Syria troop pullout                        Republican Rep. Matt Gaetz castigated fellow lawmakers for voting to prolong America’s “forever wars”            FILE PHOTO: US Army troops make their way to an oil production facility at an undisclosed location in Syria, October 27, 2020. ©                US Army  Spc. Jensen GuilloryUS lawmakers have voted down a bill seeking to withdraw all American troops from Syria, opting to continue the years-long military occupation despite repeated objections from the government in Damascus, which has rejected the armed presence as illegal.While 56 Democrats joined 47 Republicans to back the GOP-sponsored bill, the Syria War Powers Resolution failed to pass in a 103-321 vote on Wednesday, facing stiff bipartisan opposition.Introduced by Florida Republican Matt Gaetz last month, the legislation would have directed President Joe Biden to remove the 900 US troops still deployed to the Middle Eastern nation within a period of six months. Arguing that Congress never authorized military action in Syria to begin with, Gaetz slammed lawmakers on both sides of the aisle following the ill-fated vote.“There is no role for the United States of America in Syria. We are not a Middle Eastern power. We have tried to build a democracy out of sand, blood, and Arab militias,”hesaid on the House floor. “Time and again, the work we do does not reduce chaos. Oftentimes, it causes chaos – the very chaos that then subsequently leads to terrorism. While today’s vote may have failed, my fight to end forever wars and bring our troops home has only just begun.”: Top US general visits troops in SyriaOpponents of the War Powers Resolution voiced fears that a US pullout could mean the revival of terrorist groups in the region. Democrat Gregory Meeks argued that while he does not support an “indefinite” deployment, a withdrawal would be “premature.” He did not offer an alternative timeframe for when US forces should leave the country, having occupied Syrian territory intermittently for nearly a decade despite years of vocal objections from the government in Damascus.Gaetz said several prior Inspector General reports concluded a resurgence of Islamic State (IS, formerly ISIS) in Syria was “unlikely,” instead claiming the American presence has served as a “recruiting tool” for the infamous terrorist cell.“We have to also acknowledge Syria and Iraq are the two countries on the planet Earth where we have done the most to fund ISIS. We give weapons to these so-called moderate rebels… and it turns out they’re not that moderate,” he continued, referring to President Barack Obama’s policy to arm rebel groups seeking to oust Syrian President Bashar Assad, many of which kept close ties with Al-Qaeda and other jihadist factions.Though Congress never approved troop deployments in Syria, three successive presidents have cited the military authorization passed after the September 11 terrorist attacks in 2001 to support the decision. The same measure has been invoked as legal justification for more than 40 US military operations in at least 19 countries around the world since 2001, according to the Congressional Research Service.:    China accuses US of oil theft                    ",https://www.rt.com/news/572663-congress-rejects-syria-pullout/,2023,Mar,09
