title,article,link,year,month,day
US lawmakers call for declassified Covid origins report — RT World News,"        US lawmakers call for declassified Covid origins report                        Republicans have pressed the federal government to publish more information about the genesis of the global health crisis            The dome of the US Capitol is visible in a reflection on Capitol Hill in Washington, DC, January 23, 2023. ©                AP  Andrew HarnikThe US House Intelligence Committee has adopted its own version of a bill seeking to force the government to declassify all that it knows about the origins of the Covid-19 pandemic, namely information that relates to a major virology lab in China, from which US officials have claimed the virus originally escaped.A Senate-approved bill moving through Congress was given a rubber stamp by the Republican-controlled intel committee on Tuesday, aiming to require Director of National Intelligence Avril Haines to “make available to the public as much information as possible” about the beginnings of the virus, as well as “any and all information relating to potential links between the Wuhan Institute of Virology” and Covid-19.“The American public deserves answers to every aspect of the Covid-19 pandemic, including how this virus was graded and specifically, whether it was a natural occurrence or was the result of a lab-related event,” committee chairman Mike Turner said. “The intelligence community does have more information about Covid-19 than the public has seen.”: China presses for Covid origins probe in USThe legislation was approved unanimously by the committee and will now head for a floor vote in the House, after which it would be destined for President Joe Biden’s desk for a signature.The GOP-led push to declassify information follows an updated assessment by the Department of Energy, which recently concluded the virus likely leaked from the Wuhan lab, though the department only endorsed that theory with “low confidence.” Days later, FBI Director Christopher Wray appeared on Fox News to declare that Covid-19 “most likely” emerged from the virology facility, citing a bureau report that has not been made public.Republican Senators Josh Hawley and Mike Braun initially proposed similar legislation in 2021, and though the bill was passed in the upper chamber, it was never enacted into law. It was reintroduced and passed again overwhelmingly last week.“The Senate already passed my bill with​ ​[Hawley] ​​to make every bit of evidence we know about the Covid lab leak declassified for the American people to see the facts without corporate or government censors. President Biden needs to declassify everything we know today​,” Braun wrote in a tweet in late February, soon after the Wall Street Journal was first to report the Energy Department’s revised conclusion.Though the original bill never received the president’s signature, so far the White House has not given any indication it will veto the measure.Beijing, for its part, has vocally denied suggestions the pathogen escaped from the Wuhan virology lab, rejecting the theory as a way to smear China’s image abroad. On Monday, the Chinese Foreign Ministry accused Washington of “spreading myths” about the origins of the pandemic, urging for an international probe into the matter within the United States following similar investigations in the People's Republic.:    WHO wants proof  to support US claims of Covid origin                    ",https://www.rt.com/news/572618-us-lawmakers-covid-origins/,2023,Mar,8
EU nation calls for UN probe into ‘terrorist attack’ — RT World News,"        EU nation calls for UN probe into ‘terrorist attack’                        Hungary wants to know who blew up the Nord Stream pipelines and why, the foreign minister said            FILE PHOTO: A United Nations Security Council meeting. ©                Yuki IWAMURA  AFPThe UN should provide a framework for investigating last year’s attack on the Nord Stream gas pipelines, Hungarian Foreign Minister Peter Szijjarto has suggested. He called the incident “scandalous” and said Budapest wanted to get to the bottom of it.“This is basically the first time when such a major European critical infrastructure was attacked. By whoever – but it was attacked,” the diplomat told RIA Novosti news agency. It should be considered an act of terrorism, he added.Budapest supports a “comprehensive, deep, structured and detailed” probe into what happened, Szijjarto said. Hungary wants to know “who committed it and why.”He said the UN should have a role in investigating the sabotage, because the organization was not created “as an integration of like-minded countries,” but as a “platform for countries to talk to each other, who even consider each other as enemies.”“I think the UN should give a framework for such kind of an investigation,” regardless of who initiates one, Szijjarto added.Read moreBiden ‘lied’ about Nord Stream blasts – Seymour HershThe Nord Stream natural gas pipelines connecting Russia and Germany were ruptured in late September by explosive devices planted by an unknown party, which is largely presumed to be a nation state. According to investigative journalist Seymour Hersh, the clandestine operation was conducted by the US with the assistance of Norway. Both nations have denied any involvement.Before Hersh published his findings earlier this month, Moscow argued that the US had most to win from disabling the undersea pipelines, as it has long sought to stop the EU from buying Russian energy.American producers of more expensive liquefied natural gas have captured a large share of the European energy market, since Brussels declared decoupling from Russia as a priority, after the Ukraine conflict escalated into open hostilities a year ago.In the interview, which the Russian news agency released on Monday, Szijjarto reiterated his country’s commitment to opposing any attempts to ban cooperation with Russia on nuclear energy, and questioned the rationale for the EU’s blacklisting of Russian journalists.                    ",https://www.rt.com/news/572118-hungary-nord-stream-investgiation/,2023,Feb,27
Almost half of UK viewers think minorities over-represented on TV – poll — RT World News,"        Almost half of UK viewers think minorities over-represented on TV – poll                        British television features a disproportionate number of ethnic and sexual minorities, respondents told YouGov            FILE PHOTO: Customers looking at flat screen televisions in Ponders End, Enfield, north London. ©                Yui Mok  PA Images via Getty ImagesEthnic minorities and members of the LGBT community are over-represented on television, according to almost half of viewers surveyed by YouGov. The poll comes amid a deliberate push for ‘diversity’ among advertisers.Some 45% of British viewers said that there are more ethnic minorities on television than in the population, according to a summary of the poll published by The Times on Tuesday. Only 26% thought that ethnic minorities were under-represented.A similar figure, 44%, said that gay, lesbian, bisexual, and transgender people are over-represented on the small screen.YouGov ran the same poll in France, Italy, Spain, Chile, the United Arab Emirates, and Australia, and found that viewers in all of these other countries were more likely to say that both groups were under-represented.Read moreBBC staff told there are more than 150 genders – TelegraphOn internet forums, social media platforms, and online comment sections, viewers have long complained about the apparently disproportionate airtime given to minorities, particularly since ‘woke’ ideology entered the cultural mainstream over the last decade. While there is little authoritative research to back up or disprove these claims, a number of studies suggest that the demographics seen on TV might not represent reality.A 2017 survey of 500 companies found that marketing departments were so concerned about being accused of racism or homophobia that they were using fewer straight, white models and actors in their advertisements. A third of these companies said that they used fewer white people and heterosexuals over the preceding year, with a third of this number saying that they had done so to “prevent perceived discrimination.”A study by the Campaign for Common Sense last year noted that ‘The Responder’, a BBC production, depicted almost half of the Merseyside Police force as black or Asian, despite both of these groups combined making up less than 1% of the force’s officers. The study found the same issue with several other BBC series, and accused the state broadcaster of “warping modern Britain.”Black people make up around 3% of the British population, Asians (a term that in the UK includes Middle Easterners) account for 7%, while LGBT people make up less than 4%. However, a 2022 survey by the Campaign for Common Sense discovered that British people think that 20% of the population is black, 17% Asian, and 30% LGBT. The organization identified “a disproportionate portrayal of minority groups in the media” as one factor that could explain this discrepancy.                    ",https://www.rt.com/news/572327-minorities-over-represented-tv/,2023,Mar,2
Biden must rein in illegal Israeli settlements – former ambassador — RT World News,"        Biden must rein in illegal Israeli settlements – former ambassador                        By building on Palestinian land, Israel is breaking a deal it made with the US nearly 20 years ago, Daniel Kurtzer said            A view of the entrance to the settlement of Kfar HaOranim in the West Bank, October 20, 2022 ©                AP  Ariel SchalitThe administration of US President Joe Biden should remind Israel that its ongoing settlement of the West Bank violates a deal it struck with Washington in 2004, former US ambassador to the country Daniel Kurtzer said on Thursday.Israeli Prime Minister Benjamin Netanyahu granted retroactive authorization to nine settlements in the occupied West Bank earlier this month. Finance Minister Bezalel Smotrich stated afterwards that 10,000 homes for Jewish settlers would be built in these locations. While the UN Security Council issued a statement denouncing the move, the US reportedly intervened to thwart a Palestinian plan to issue a legally binding resolution instead.Retroactively authorizing these illegally built outposts is “a significant violation of a commitment that the Israeli government made in writing to the American government back in 2004,” Kurtzer told a Jewish Democratic Council of America conference on Thursday.Israeli Prime Minister Ariel Sharon promised in 2004 that he would demolish any unauthorized Jewish settlements in the West Bank. Sharon tore down 21 settlements in Gaza and four in the West Bank the following year, but outposts began going up again under Netanyahu in 2012, and 132 are now officially sanctioned by the Israeli government, according to data from Israeli activists.Read moreUS thwarts UN resolution on Israel –media“Not only are they not dismantling these illegal outposts, but they’re trying to legalize them ex post facto,” Kurtzer said. “And there have been many that have been built since that time, so that the number is really quite significant.”“I hope the Biden administration reminds Israel that this is a commitment in writing that the both of us have in our files,” he added.Netanyahu granted Smotrich control over civilian issues in the West Bank on Thursday, giving the hardline Zionist minister authority over planning, construction, and land allocation. Smotrich’s first act was to authorize plans for more than 7,000 new homes, some of which are located in outposts that have not been formally legalized yet.Critics of Israel’s settlement policy argue that by chipping away at Palestinian land, the government is lowering the chances of reaching a two-state solution with the Palestinian Authority.Kurtzer called the settlement process a “creeping annexation” of the West Bank, and declared that “if Israel is still interested in a peace process, it’s going to have to stop a number of the actions that it’s taking…and the United States will have to demonstrate our own resolve in advancing Israel in that direction.”                    ",https://www.rt.com/news/572033-israel-netanyahu-settlements-biden/,2023,Feb,24
EU approves new anti-Russia sanctions — RT World News,"        EU approves new anti-Russia sanctions                        The bloc has followed the US, the UK, Australia and New Zealand in announcing a fresh round of measures against Moscow            ©Getty Images                  Sean GallupEU member states approved a tenth round of anti-Russia sanctions on Friday, followingother Western statesin imposing new measures to mark the one-year anniversary ofMoscow’s military operation in Ukraine.The latest sanctions include tighter export restrictions on dual-use items and technology, as well as “measures against Russian disinformation,” according to an announcement by the Swedish Presidency of the Council of the EU. The bloc also agreed to impose fresh restrictions against individuals and entities that are deemed to be supporting the military operation, “spreading propaganda or delivering drones used by Russia” in Ukraine.“The EU stands united with Ukraine and the Ukrainian people. We will keep supporting Ukraine, for as long as it takes,” the Swedish Presidency said.The statement echoed a phrase, “as long as it takes,” used by President Joe Biden and other US officials in recent days to reiterate Washington’s support for Ukraine. And like those US leaders, the EU didn’t specifically define the goal that must be reached, as long as it takes.: Exemptions in new EU anti-Russian sanctions revealedThe US, the UK, Australia and New Zealand announced their new anti-Russia sanctions earlier on Friday. EU members reportedly struggled for a third straight day to reach agreement on their new measures, at least partly because of an impasse between Poland and Italy over new restrictions on rubber imports.Despite Western leaders’ insistence that these sanctions “are working,” Russia’s economy contracted by only 2.1% last year, far less severely than the 11.2% predicted by the World Bank in April. With energy revenue higher than before the conflict began, the country’s economy is predicted to grow faster than the UK’s this year.The sanctions, which were meant to impose suffering on the Russian people, have backfired on Western nations, President Vladimir Putin said on Tuesday.“They miscalculated, and Russia’s economy proved much more robust than the West expected,” he said in his annual address to the country’s lawmakers.:    US reveals more anti-Russia sanctions                    ",https://www.rt.com/news/572041-eu-approves-anti-russia-sanctions/,2023,Feb,24
Asian ally announces more arms purchases from US — RT World News,"        Asian ally announces more arms purchases from US                        The Japanese government has overseen a radical boost in defense spending            The guided-missile destroyer USS Porter fires a Tomahawk land attack missile on April 7, 2017 in the Mediterranean Sea  ©Getty Images                  Ford WilliamsU.S. Navy via Getty ImagesJapanese Prime Minister Fumio Kishida said on Monday that Tokyo intends to buy 400 Tomahawk missiles from the United States in a bid to boost its defense capabilities, citing security concerns over China and North Korea.“Our country’s plan is [to purchase] 400 units,” Kishida told a parliamentary budget committee. He did not provide additional details for reasons of military sensitivity. The deal is being processed through the United States’ Foreign Military Sales (FMS) program.Kishida’s government has announced plans to significantly bolster the country’s military and will divert 211.3 billion yen ($1.55 billion) to purchase the missiles. The deal will see Japan join the US and the UK as the only countries with Tomahawks. The US has also authorized the sale of the weapons to Australia.Japan’s defence spending has jumped by nearly a quarter from last year, and represents part of its biggest military build-up since World War II. Japan had adopted a post-war pacifist stance which limits its military spending to defensive purposes.Read moreSouth Korea and US respond to missile launch by PyongyangHowever, Japan last year amended its security and defense policies, specifically citing concerns about Beijing’s military ambitions. Tokyo pledged to aim for the NATO standard of spending 2% of its GDP on defense by 2027.The Tomahawk weapon, which launches from ships and submarines, can hit targets from a distance of around 1,200 miles (1,900 km), which would place the Japanese arsenal within range of China’s east coast.Kishida’s government also intends to increase spending on various other military capabilities, such as cyber warfare programs, drone ballistic missile defenses and reconnaissance and surveillance satellites.The spending spree comes amid Japanese concerns about the launch of potential Chinese military action in Taiwan, as well as a recent increase in North Korean ballistic missile testing.Beijing seeks to reunite what it calls a renegade island with the mainland, preferably by peaceful means.A weapons test from Pyongyang earlier this month saw two missiles splash down in waters off the Japanese coast, within the country’s exclusive economic zone. North Korea maintains that its launches are a response to US military drills in the region, which it sees as a threat.                    ",https://www.rt.com/news/572208-japan-us-tomahawk-missile-purchase/,2023,Feb,28
Taiwan boosting military ties with Washington – president — RT World News,"        Taiwan boosting military ties with Washington – president                        The comments follow reports about a senior US military official’s visit to the island            FILE PHOTO: Taiwanese soldiers are seen during a combat drill a military base in Chiayi, Taiwan, January 6, 2023. ©                AFP  Sam YehTaiwan has said it is steadily improving military relations with the US. President Tsai Ing-wen claimed that Taipei and Washington are working together to confront ‘authoritarians’ abroad.Speaking to a group of visiting US lawmakers who arrived in Taiwan over the weekend for a five-day stay, President Tsai said security ties with theUS have continued to grow stronger.“Taiwan and the United States continue to bolster military exchanges, and going forward Taiwan will cooperate even more actively with the United States and other democratic partners to confront such global challenges as authoritarian expansionism and climate change,” she told the lawmakers during a meeting in Taipei.: Pentagon sends its China point man to Taiwan – mediaThough Tsai offered no details about the improved military cooperation, her statement follows reports that the Pentagon’s top China official – Deputy Assistant Secretary of Defense Michael Chase – traveled to Taiwan last week for high-level security talks. He is the most senior US military official to travel to the island since 2019, when Deputy Assistant Secretary of Defense for East Asia Heino Klinck met with Taiwanese officials for a quiet round of talks.According to the Financial Times, Taiwan’s foreign minister and national security adviser visited Washington for “secret” meetings over the weekend, with officials reportedly keeping the trip under wraps to avoid provoking a reaction from Beijing, which considers Taiwan part of its sovereign territory.Though Chinese officials have not commented on the purported meetings in the US capital, nor the latest delegation of US lawmakers visiting the island, Foreign Ministry spokesman Wang Wenbin condemned Chase’s recent trip, insisting Beijing remains “firmly opposed to official interaction and military contact between the US and the Taiwan region.”Democratic Representative Ro Khanna, who is leading the American delegation in Taiwan, argued that the trip is “in no way provocative of China,”telling the Associated Press the visit is “consistent with the president’s foreign policy that recognizes the importance of the relationship like Taiwan, while still seeking ultimately, peace in the region.”:    White House to hold ‘secret’ talks with Taiwan officials – FT                    ",https://www.rt.com/news/571802-taiwan-boosting-military-us/,2023,Feb,21
Iranian FM reveals nuclear 'signals' from US — RT World News,"        Iranian FM reveals nuclear 'signals' from US                        Agreement with the US is possible, if Washington “behaves realistically,” Hossein Amir-Abdollahian said            Iranian Foreign Minister Hossein Amir-Abdollahian speaks during a joint press conference with his Iraqi counterpart, on February 22, 2023. ©                AHMAD AL-RUBAYE  AFPThe US has signaled that it’s ready to engage with Tehran with a view to reviving the landmark 2015 nuclear deal, Iranian Foreign Minister Hossein Amir-Abdollahian said on Sunday, noting that any settlement must respect the Islamic Republic’s “red lines.”Speaking to Al-Alam TV network, Abdollahian said Iraqi Foreign Minister Fouad Hossein, who recently returned from a trip to Washington, “carried the message that the American side is ready to conclude an agreement” on the Iranian nuclear deal.“We have always welcomed the path of diplomacy and negotiation. We are and we have not distanced ourselves from the negotiations,” the minister stated.Abdollahian went on to say that Tehran is ready to work toward an agreement based on the results of marathon Vienna talks to revive the 2015 deal, as well as intermediary contacts between Iran and the US.“I imagine that if the American side behaves realistically within the framework of the message it sent and does not repeat the previous hypocritical media statements, we will not be far from an agreement,” the Iranian foreign minister said, noting that it was the American side that had deviated from its obligations under the deal in the first place.Read moreIran reacts to uranium claimThe agreement, formally known as the Joint Comprehensive Plan of Action (JCPOA), was signed by Iran, China, Russia, the US, France, Germany, the United Kingdom and the EU in 2015. It sought to place severe restrictions on Tehran’s nuclear program in exchange for lifting sanctions. However, in 2018 the US unilaterally withdrew from the agreement, with then-President Donald Trump describing the deal as flawed.However, the administration of US President Joe Biden has repeatedly said it is ready to engage with Iran on the matter. Subsequently, negotiations on reviving the deal kicked off in April 2021 in the Austrian capital, which resulted in hammering out the so-called “final” draft text of the agreement in August 2022.Since then, the negotiations have stalled, however, with Washington unwilling to lift all anti-Iranian sanctions and refusing to give guarantees that it would not exit the agreement again.Earlier this month, the US also imposed new sanctions on Iran’s petroleum industry, targeting entities that sought to bypass restrictions that had already been in place. Tehran’s foreign ministry denounced the move, portraying it as further proof of “hostility and hypocrisy” toward the nuclear accord.                    ",https://www.rt.com/news/572120-iran-nuclear-deal-us/,2023,Feb,27
German army struggling with NATO obligations – media — RT World News,"        German army struggling with NATO obligations – media                        The Bundeswehr is short of battle-ready tanks to bolster the bloc's rapid deployment force, German media report            FILE PHOTO. ©                Global Look Press  Daniel KarmannGermany would be ill-equipped to fulfill its NATO commitments in the event of an emergency requiring an immediate military response, state broadcaster ZDF has reported. Berlin was scheduled to form the core of the military bloc’s Very High Readiness Joint Task Force (VJTF) this year. However, the military unit responsible lacks battle-ready tanks for the mission, the broadcaster said on Monday, citing internal documents.The VJTF is expected to be the first to meet an adversaryifNATO is attacked. The 8,000-strong force must be ready to send its troops to the front within two to seven days, but the Bundeswehr Tank Battalion 393 is hardly up to the task, ZDF revealed.The unit, based in the central state of Thuringia, is the only one in theBundeswehr equipped with state-of-the-art Leopard 2A7V main battle tanks. However, not enough of them are combat-ready.Read moreGermany cannot defend itself – defense ministerAt least 30 of the unit’s 44 heavy equipment tanks must be battle-ready at any time through the year to meet the VJTF requirements. In January, the unit had only 17 tanks ready for action, according to the internal documents seen by ZDF. In February, this number increased to 20, still below the VJTF standards.Estimates by the Bundeswehr seen by ZDF show that the battalion will not be ready for the VJTF mission this year, since the number of combat-ready tanks in its possession is unlikely to exceed 23 at any time.The German military has already extended the period formandatory tank maintenance from 12 to 24 months in order to increase the number of combat-ready panzers in the 393rd Battalion. Otherwise, 11 more tanks would have been deemed unfit for service, ZDF reported.Read moreGermany suspends procurement of faulty armored vehiclesAccording to the broadcaster, the unit would have to “borrow” tanks from another battalion based in the southern state of Bavaria. However, that unit has its own issues with tank availability, and its armor has not undergone an official VJTF certification.The issue was blamed on a maintenance plant owned by the German defense industry giant KMW. Internal documents showed that the maintenance backlog was discussed during a top-level “crisis meeting” in mid-February.Officially, Berlin still maintains that it is ready to fulfill its NATO obligations. German Defense Minister Boris Pistorius did admit a “backlog of maintenance and repairs” during his visit to Lithuania this week, but insisted that the issue “will now be resolved.” “There is no doubt that the mission can be accomplished,” he told journalists, referring to the VJTF.The news comes as Germany prepares to send 14 of its Leopard 2 tanks to Kiev as part of another Western military aid package.                    ",https://www.rt.com/news/572617-germany-lack-tanks-nato-obligation/,2023,Mar,7
US treasury head pledges to fortify Ukrainian economy — RT World News,"        US treasury head pledges to fortify Ukrainian economy                        Janet Yellen took a surprise trip to Kiev amid rising inflation and recession fears back at home            Ukrainian President Vladimir Zelensky and US Treasury Secretary Janet Yellen shake hands during their meeting in Kiev, Ukraine, February 27, 2023 ©                Ukrainian Presidential Press Office via APUS Treasury Secretary Janet Yellen has traveled to Ukraine to meet with President Vladimir Zelensky and other top officials, vowing indefinite support for Kiev despite a lagging US economy and trillions in government debt.The unannounced trip to the Ukrainian capital kicked off on Monday, with Yellen saying she wanted to highlight the White House’s “close partnership in providing economic and budgetary support” for Kiev during her meeting with Zelensky.“Our support is not ‘charity,’ it’s an ‘investment in global security and democracy,’” she said – echoing Zelensky’s own words to US lawmakers during his trip to Washington, DC in December. The official added that US assistance would continue “for as long as it takes” amid the conflict with Russia.Yellen’s visit comes days after Washington announced $12 billion in additional aid for Kiev, including a $2 billion arms package and $10 billion more to support energy costs and the Ukrainian government’s budget. She noted on Monday that the US has provided nearly $50 billion in support since last year, much of it devoted to weapons.: Zelensky threatens unsupportive AmericansIn an op-ed published during her junket to Kiev, Yellen acknowledged that Ukraine still has “vast unmet economic needs,” arguing that Washington must continue “fortifying” Kiev’s “home front” to enable “Ukraine’s stalwart frontline defense against Russia.”However, despite her vocal support for American largesse to Kiev, the Treasurychief also noted economic troubles back in the United States, telling CNN on Monday that inflation remains “too high” while pointing to massive debt held by the US government. With Congress nearly reaching its $31.4 trillion debt limit, Yellen said the Treasury has been forced to take “extraordinary measures” in order to avoid a disastrous default, which, in a worst-case scenario, could mean suspended welfare payments to Americans and chaos in the financial markets.: Americans warned of financial ‘catastrophe’The US is a “country with the deepest most liquid financial markets where Treasuries are the ultimate safe asset,” she said, adding “It’s utterly essential to preserve that to avoid economic and financial catastrophe.”Throughout the year-long conflict with Russia, Kiev has demanded increasingly heavy weapons from its foreign backers, with Washington agreeing to supply a long list of advanced arms, vehicles and ammunition. Though recent polls indicate that support for continued aid is falling among Americans, Ukrainian officials have nonetheless continued to press for additional weapons and cash. When asked about the lagging enthusiasm during a briefing last week, President Zelensky warned the US would “lose [its] leadership position” in the world should it cease the flow of weapons.                    ",https://www.rt.com/news/572163-yellen-ukraine-financial-support/,2023,Feb,28
Will ChatGPT replace political commentators? — RT World News,"        Will ChatGPT replace political commentators?                        The AI could push many writers into early retirement            Bradley Blankenship is an American journalist,columnist and political commentator. He has a syndicated column at CGTN and is a freelance reporter for international news agencies including Xinhua News Agency.Bradley Blankenship is an American journalist,columnist and political commentator. He has a syndicated column at CGTN and is a freelance reporter for international news agencies including Xinhua News Agency.@BradBlank_In this photo illustration, a ChatGPT logo is displayed on the screen of a smartphone. ©                Photo Illustration by Sheldon CooperSOPA ImagesLightRocket via Getty ImagesWhen I was a freshman in high school, my geography teacher had us read The World Is Flat: A Brief History of the Twenty-first Century by Thomas Friedman. That book described the entire process of globalization and how the world was “flattened,” or in other words, how the playing field was leveled for workers to compete against one another across the globe.Listening to his lectures about the book, my teacher clearly wanted us to be able to find our place in the globalized economy since, at that time, we were just coming out of the Great Recession. And I think that, at least on a subconscious level, I understood the general message from this class because Friedman described a group of experts, people who could explain things well and leverage their knowledge in the globalized world, who would be immune from offshoring and outsourcing.Of course, he was alluding to academics, journalists, columnists, consultants and, well, basically people like himself. And while I’m not anywhere near the same level of prestige as Mr. Friedman, that also includes folks like me now. So, in a way, a class I took when I was 14 helped me find a niche in a highly competitive “flat” world.Read moreAI-generated entertainment: Dystopian reality or just ‘something, for a while’?At least it seemed that way until AI emerged and programs like ChatGPT emerged. ChatGPT is a software application developed by the American tech firm OpenAI and released in November of last year. It’s basically a chatbot that you can talk to, ask questions to and perform other functions, like writing code with common language.It learns from input from users (and its developers) but does have some limitations, such as not being able to give its own opinions or have accurate information about current affairs after 2021. However, the AI is still famous for its vast array of knowledge and, in fact, it has now gone on to make the news nearly every day by passing high-level university exams, including an MBA exam from the Wharton School of Business. This has universities clamoring to find out how their “business model” can survive.If AI is now coming for academics, might it come for some of these other immune jobs that Friedman talked about? Well, I actually put ChatGPT to the test by asking it to write in the style of Friedman himself. And it actually produced a perfect summary of the book I mentioned at the beginning of this piece almost exactly like it was written by the original author.“The world is flat, my friends! Yes, you heard it right – flat. In this hyper-connected, digitized, and globalized era, geographical boundaries and physical distance have become irrelevant. Today, a person sitting in Mumbai can work for a company based in New York, collaborate with team members in London, and deliver results seamlessly. That’s the power of the flat world we live in,” the AI wrote in the first paragraph of a TL;DR version of Friedman’s most famous work.Read moreChatGPT, the almighty AI, is a neoliberal college graduateSome commentators have started to have fun with this. Hu Xijin of China’s Global Times tested it and generated a pretty hilarious outcome. If you are familiar with Hu’s work, then you’d know that the AI almost nailed it on the head when it took a crack at copying China’s most famous commentator’s style.After seeing this, I tried it on myself. ChatGPT described me as “a freelance journalist who covers politics, foreign policy, and culture. He is known for his critical analysis and commentary on the United States’ domestic and international affairs. Blankenship’s work often emphasizes the country’s political polarization, its role in global affairs, and its domestic social and economic issues.”OK, that’s fair. Then I asked the program to write a column about US foreign policy in my style. And so it did. Here is the conclusion of the column:“Overall, the US foreign policy seems to be lacking a clear and coherent strategy. It is important for the United States to engage in robust diplomacy and work with allies to address global challenges like climate change, terrorism, and economic inequality. A more thoughtful and strategic approach to foreign affairs will be critical in the years ahead if the US wishes to maintain its position as a global leader.”If you’re interested in comparing this to my work, feel free to click my name here on RT to see my author page or check out my columns onCGTN. While I think this reflects, generally, something I would say, I noticed that it’s definitely not as sharp as I am sometimes. For example, I don’t really care if the US maintains its position as a global leader or not. I actually wish it wasn’t – and I have said that publicly on numerous occasions. So maybe I’m safe for now and ChatGPT can’t replicate my style.It could also be that the AI doesn’t have as much to work with compared to Hu or Friedman, who have both been in the game a lot longer than yours truly. And thus it could be filling in the gaps with some internal biases, which were noted by CGTN’s senior sci-tech editor Gong Zhe, who claimed that the AI has a notable left-wing bias. His experiment with the technology produced some results that suggested a bias and he even got it to praise Joe Biden. Maybe that explains why the AI made me sound like a hippy-dippy liberal, which I will come out and state here clearly that I am not.Conservatives have criticized the chatbot for allegedly being “woke” on culture war issues. For instance, one conservative tried to get it to write a story about why drag queen story hour is bad for kids, to which it replied that it couldn’t on the grounds that it would be “harmful.” But if prompted to write about why the controversial teaching technique is good, it gave a long and detailed account of a drag queen named Glitter who taught schoolchildren a valuable lesson about inclusion. It also refused to write a story about Trump beating Biden in the 2020 election, saying sternly that this event did not occur.Read moreGoogle’s AI makes mistake in first demoDespite the jabs from the right, overall, I think that ChatGPT can and will undoubtedly and convincingly pass off as some high-profile writers when prompted, which raises questions about the future of political commentary. Of course, the AI generally doesn’t produce any novel opinions or analyses, which means, as of now, it will be relegated to a knock-off. So, for now, I think us political commentators are safe.ChatGPT itself shares this opinion – or rather, when posed the question from this article’s title, says it can’t have an opinion:“As an Al language model, I can analyze data and provide insights on a variety of topics, including politics. However, I don’t have personal opinions or biases, and my responses are based purely on the data and information available to me.Political commentators, on the other hand, are human beings who provide their own analysis and opinions on political events and issues. They can bring their own unique perspectives and experiences to their analysis, which can be valuable for their audiences.In summary, while I can provide information and insights on political issues, I cannot replace the role of political commentators in offering their own personal analysis and opinions.”But then again, it can write fiction and play pretend, so how far are we from seeing its bylines in famed outlets?The statements, views and opinions expressed in this column are solely those of the author and do not necessarily represent those of RT.oped                    ",https://www.rt.com/news/571936-chatgpt-ai-replace-political-commentator/,2023,Feb,26
European Commission bans TikTok — RT World News,"        European Commission bans TikTok                        Employees of the EU’s executive body reportedly have until mid-March to delete the app from their devices            ©                Rafael HenriqueSOPA ImagesLightRocket via Getty ImagesThe European Commission (EC) has ordered its employees to uninstall the popular Chinese-owned social media app TikTok from corporate devices, explaining the move as necessary to bolster cybersecurity.To protect the EC’s data and increase its cybersecurity, its management board has “decided to suspend the TikTok application on corporate devices and personal devices enrolled in the Commission mobile device services,” according to a statement posted by the body on Thursday.Staffers have until mid-March to comply or else lose access to their EC email and Skype for Business apps, EURACTIV reported, citing an IT email sent to staff.A TikTok spokesperson told EURACTIV that the ban is “misguided and based on fundamental misconceptions” about the social media platform. The spokesperson said the company had “contacted the Commission to set the record straight and explain how we protect the data of the 125 million people across the EU who come to TikTok every month.”: US lawmakers push nationwide TikTok banLast month, a group of Republican lawmakers in the US introduced the ‘No TikTok on United States Devices Act’, which seeks to ban the platform on all devices in the country. One of the bill's authors, Senator Josh Hawley (R-MO), argued at the time that the app “opens the door for the Chinese Communist Party to access Americans’ personal information, keystrokes, and location through aggressive data harvesting.”In December 2022, Texas Governor Greg Abbott ordered state agencies to “eliminate all cybersecurity risks posed by TikTok” and prohibited the use of the app on government-provided devices. Reports at the time suggested that lawmakers and staff at the US House of Representatives had also been instructed to uninstall the app from any corporate devices.FBI Director Christopher Wray said during a House Homeland Security Committee hearing last year that the agency had “national security concerns” about TikTok, including the “possibility that the Chinese government could use it to control data collection on millions of users, or control the recommendation algorithm.”Commenting on the allegations at the time, Chinese Foreign Ministry spokeswoman Mao Ning accused US officials of “spreading disinformation” in a bid to discredit a large Chinese firm competing with Western social media giants.ByteDance, the parent company of TikTok, also dismissed claims that it ever planned to track Americans.                    ",https://www.rt.com/news/571983-eu-commission-tiktok-ban-report/,2023,Feb,23
